Lname,Fname,Freq,Times,Rank,Regiment
DASS,FREDERICK STANLEY,0.0,0,Company Quarter Master Sergeant,427816
AKISTER,GEORGE WILBERT,0.0,0,Private,427822
ARMSTRONG,ROBERT JOHN,0.0,0,Private,427824
CRANE,STANLEY WRIGHT,0.0,0,Private,427826
BAILEY,STANLEY EDWARD,0.0,0,Private,427830
BECK,JOHN,0.0,0,Private,427832
MORROW,NEIL,0.0,0,Private,427845
MCKAY,ALEXANDER,0.0,0,Private,427846
ORR,WALLACE,0.0,0,Private,427851
SMITH,HUGH,0.0,0,Private,427852
WEBSTER,ROBERT LYALL,0.0,0,Private,427857
ALLEN,JAMES,0.0,0,Acting Bombardier,42786
PACKER,RICHARD,0.0,0,Private,427872
POVEY,JOSEPH,0.0,0,Private,427874
REKERT,ROLAND GEORGE,0.0,0,Private,427876
ROSS,JOHN ALEXANDER,0.0,0,Sergeant,427879
RIENDEAU,EDWARD,0.0,0,Private,427881
SWANN,JOHN WILLIAM,0.0,0,Private,427883
LAYER,WILLIAM,0.0,0,Private,427884
JENNINGS,FRANK PERCIVAL,0.0,0,Private,427886
KEENAN,ALEXANDER,0.0,0,Lance Corporal,427887
SPICER,RUSSELL ALGER,0.0,0,Private,427891
SHERLEY,FRANK EUGENE,0.0,0,Private,427892
MILLER,WILSON,0.0,0,Private,427894
MONK,JOSEPH,0.0,0,Private,427895
REID,ROBERT SWAN,0.0,0,Private,427897
SPAIN,HENRY,0.0,0,Private,427901
BRADFORD,JAMES HONEYMAN,0.0,0,Gunner,42791
CRANE,LEE,0.0,0,Private,427917
DAVIES,DAVID,0.0,0,Private,427921
MCCLELLAND,NORMAN LESLIE,0.0,0,Private,427922
YATES,JAMES PITT,0.0,0,Private,427950
WADMAN,FREDERICK,0.0,0,Private,427984
FORTH,FRANCIS EDMOND,0.0,0,Private,427992
RIX,JOHN BROWNE,0.0,0,Private,427995
SPENCER,WILLARD MAHON,0.0,0,Private,427997
TINDALE,ERNEST GRENVILLE,0.0,0,Private,427999
CURRIE,JAMES,0.0,0,Private,42800
WILSON,ALEXANDER CLARK,0.0,0,Private,428000
JAGGER,LEWIS JAMES,0.0,0,Private,428004
SHORT,JOHN,0.0,0,Private,428021
SMITH,CYRIL WALTER,0.0,0,Private,428024
SMITH,WILLIAM,0.0,0,Private,428025
SLACK,DELMER CATHERWOOD,0.0,0,Corporal,428027
SOLLOWAY,VINCENT HARRY,0.0,0,Private,428030
SCOTT,JOHN THOMAS,0.0,0,Private,428033
THOMSON,BASIL EDWIN,0.0,0,Private,428035
TOPPER,ALBERT,0.0,0,Lance Corporal,428039
WILSON,JOHN EDGAR,0.0,0,Private,428046
WARD,FRANK,0.0,0,Private,428049
WALKER,JAMES,0.0,0,Private,428055
WEST,NORHAM EUGENE,0.0,0,Private,428056
REID,JOHN DEIGHTON LEWIS,0.0,0,Lieutenant,428073
MITCHELL,CHARLES FREDERICK COX,0.0,0,Private,428078
MILNE,ROBERT MAITLAND MCLINTOCK,0.0,0,Private,428083
MOYLS,WILLIAM HENRY,0.0,0,Private,428087
AULD,WILLIAM ROBERT,0.0,0,Private,428089
BLACK,DUGALD,0.0,0,Corporal,428092
WILLETT,ALBERT JOHN,0.0,0,Private,428097
WILSON,WILLIAM ROBERT,0.0,0,Private,428098
MACLEOD,ALEXANDER,0.0,0,Private,428099
LEVASSEUR,BENJAMIN,0.0,0,Private,428102
APPLEBY,HERBERT,0.0,0,Private,428109
GIBSON,PETER,0.0,0,Gunner,42811
ASHER,WALTER,0.0,0,Private,428111
BRYENTON,DAVID NEWTON,0.0,0,Private,428117
BLACKMAN,WALTER THOMAS,0.0,0,Private,428118
GREEN,WALTER ATKINS,0.0,0,Bombardier,42812
BROWN,ERNEST FREDERICK,0.0,0,Private,428122
CARTWRIGHT,WILLIAM,0.0,0,Private,428132
CHAMBERLAIN,PERCY,0.0,0,Private,428151
CAMPBELL,WILLIAM WILSON,0.0,0,Private,428152
CRANEY,JOSEPH,0.0,0,Sergeant,428155
DUTHIE,ANDREW,0.0,0,Private,428157
ELENER,WILLIAM,0.0,0,Private,428165
ANDERSON,JOHN,0.0,0,Private,428171
ATKINSON,WILLIAM,0.0,0,Private,428174
BLAYLOCK,GEORGE,0.0,0,Private,428178
BEARNEY,WILLIAM,0.0,0,Private,428179
BENTLEY,GEORGE,0.0,0,Private,428181
BRAWDERS,RICHARD,0.0,0,Private,428182
BARBER,GEORGE RAMSAY,0.0,0,Private,428188
HAY,ROBERT,0.0,0,Sergeant,42820
FOLEY,EDWARD,0.0,0,Private,428210
MILLARD,ALBERT EDWARD,0.0,0,Private,428252
DOSTIE,AMEDI,0.0,0,Private,428260
AUER,HENRY JOSEPH,0.0,0,Private,428262
GLEN,ANDREW,0.0,0,Private,428265
AYERS,WILLIAM BLANCHARD,0.0,0,Private,428268
MEADS,ERNEST GEORGE,0.0,0,Corporal,428271
COOK,HAROLD PATRICK,0.0,0,Private,428274
PIDSLEY,JOHN EDWIN,0.0,0,Gunner,42828
RUDDOCK,BERTRAM CECIL,0.0,0,Private,428284
FYFFE,JOHN,0.0,0,Private,428292
STOCK,FREDERICK,0.0,0,Gunner,42833
BELL,DUNCAN JAY,0.0,0,Private,428501
ARNOLD,CHARLES,0.0,0,Private,428511
LAXTON,WALTER BERTRAM,0.0,0,Private,428518
LAMONT,ALBERT REGINALD,0.0,0,Private,428520
MILLAR,FREDERICK GAVIN,0.0,0,Private,428522
MILBURN,ERNEST EDWARD,0.0,0,Private,428528
MILLS,THOMAS,0.0,0,Private,428529
MOORE,CYRIL LESLIE,0.0,0,Lance Corporal,428534
MACKENZIE,JAMES,0.0,0,Private,428539
MCNEILL,WILLIAM ALEXANDER,0.0,0,Private,428547
RAWLINGS,HARRY GEORGE,0.0,0,Private,428560
WHITE,WALTER,0.0,0,Private,428567
MACLELLAN,EDWIN RAYMOND,0.0,0,Staff Sergeant,428579
GAGNON,JOSEPH,0.0,0,Private,428589
ROSS,ANGUS,0.0,0,Private,428590
CATHIE,JOHN ALEXANDER,0.0,0,Sergeant,428600
MILLAR,DAVID,0.0,0,Private,428601
FRENCH,JOHN SCOTT,0.0,0,Private,428608
FOWLER,ARTHUR,0.0,0,Private,428609
FOSTER,WILLIAM,0.0,0,Private,428610
GRANT,LEONARD ARTHUR,0.0,0,Private,428623
GLOVER,JOSEPH,0.0,0,Private,428624
GAUTHIER,EUGENE,0.0,0,Private,428626
HARRIS,CHARLES ALVIN,0.0,0,Private,428634
HOWICK,FREDERICK GEORGE,0.0,0,Private,428639
JELLEY,ALFRED,0.0,0,Corporal,428643
LACROIX,DAVID,0.0,0,Private,428656
HUSBAND,DAVID BONTHRONE,0.0,0,Private,428668
JONES,JOHN MORGAN,0.0,0,Private,428669
LEITCH,THOMAS THOMSON,0.0,0,Private,428674
MORRISON,PETER,0.0,0,Private,428678
MCLAREN,JOHN,0.0,0,Private,428689
PATTERSON,ALEXANDER JOHN,0.0,0,Private,428695
ROBERTSON,ROBERT,0.0,0,Private,428697
STEWART,JOHN,0.0,0,Private,428706
WIBBERLEY,EDWARD,0.0,0,Private,428718
MCLEOD,JAMES,0.0,0,Private,428732
MACAULAY,DONALD,0.0,0,Private,428737
HENDERSON,DAVID,0.0,0,Private,428738
LIVINGSTONE,JOHN,0.0,0,Private,428741
JUDGE,CHARLES,0.0,0,Lance Corporal,428751
PATERSON,PETER JOHN,0.0,0,Sergeant,428752
EWING,GEORGE,0.0,0,Private,428754
WALKER,JOHN MALCOLM,0.0,0,Private,428758
ROBERTSON,ALEXANDER,0.0,0,Private,428759
CRAIG,JOHN DENNIS,0.0,0,Private,428762
IRWIN,ARTHUR BOLTON,0.0,0,Lance Corporal,428769
POWELL,THOMAS GERALD,0.0,0,Private,428771
POW,THOMAS,0.0,0,Sapper,428776
DUNCOMBE,JOSEPH,0.0,0,Private,428796
WARMAN,WILLIAM HENRY,0.0,0,Private,428949
JONES,JOHN WYLIE,0.0,0,Lance Corporal,429
ABBISS,ALBERT,0.0,0,Private,429011
ANDERSON,ROBERT GEORGE,0.0,0,Sergeant,429013
FROST,BERTRAM HUGH,0.0,0,Private,429015
FARR,PERCY,0.0,0,Private,429020
GUNN,BENJAMIN,0.0,0,Private,429028
GIBSON,ROBERT,0.0,0,Private,429030
HEATH,WILLIAM HENRY,0.0,0,Private,429034
HUNTER,ROBERT,0.0,0,Corporal,429044
HARTREE,ALFRED CHARLES,0.0,0,Private,429045
HATT-COOK,HENRY WILFRED,0.0,0,Private,429048
HART,KINGSLEY CHAPMAN,0.0,0,Private,429050
IRVIN,CHARLES ALFRED,0.0,0,Private,429052
JOHNSON,ROBERT JOHN,0.0,0,Private,429056
KIDWELL,OSMOND,0.0,0,Private,429060
MOONEY,HUGH,0.0,0,Private,429067
DAVIES,THOMAS FRANCIS,0.0,0,Private,429072
WINTER,WALLACE JAMES,0.0,0,Private,429081
STONE,ARTHUR WILLIAM,0.0,0,Lance Serjeant,429082
JONES,JOHN RICHARD,0.0,0,Private,429084
TURNER,WILLIAM GEORGE,0.0,0,Lance Corporal,429091
BLAND,ROLAND ELGIE,0.0,0,Private,429099
MCCLELLAND,HOWARD,0.0,0,Private,429106
MORRIS,BENJAMIN,0.0,0,Private,429112
MADILL,JOHN,0.0,0,Private,429122
MCCLURE,SAMUEL JAMES ANGUS,0.0,0,Private,429125
NORQUAY,GORDON,0.0,0,Private,429128
PARKER,HENRY,0.0,0,Private,429131
PEARSON,JOHN,0.0,0,Lance Corporal,429133
ROBB,CHARLES,0.0,0,Private,429148
SNOWDON,THOMAS HERDMAN,0.0,0,Private,429155
STEELE,JOHN,0.0,0,Private,429158
MCCLELLAND,JAMES,0.0,0,Private,429164
BOXER,WALTER STAWELL,0.0,0,Sapper,429176
CROSS,THOMAS FREDERICK,0.0,0,Corporal,429177
CAMERON,ARTHUR,0.0,0,Private,429183
COWELL,JOHN ALOYSIUS,0.0,0,Private,429185
CAMERON,JAMES LYMAN,0.0,0,Private,429191
CARSON,JOHN,0.0,0,Corporal,429193
FISK,SIDNEY ALBERT,0.0,0,Private,429201
HOLMAN,BENJAMIN ALBERTUS,0.0,0,Private,429213
KARR,JOHN LENDRUM,0.0,0,Private,429218
MULRANEY,MICHAEL,0.0,0,Private,429220
MENMUIR,DAVID GIBSON,0.0,0,Private,429222
MITTON,RALPH,0.0,0,Private,429223
PORTER,ALBERT,0.0,0,Lance Corporal,429229
MCASKILL,RODERICK,0.0,0,Private,429230
MUNCE,ALFRED,0.0,0,Private,429231
ALLENBY,WILLIAM THORLEY,0.0,0,Lance Corporal,429233
SIMPSON,WILLIAM,0.0,0,Lance Corporal,429236
WALKER,ROBERT CUMMINGS,0.0,0,Private,429237
SIMS,JAMES,0.0,0,Corporal,429240
GUNN,ROBERT,0.0,0,Lance Serjeant,429242
CARPMAEL,LAWRENCE HARDING,0.0,0,Private,429255
RUTLEDGE,PETER,0.0,0,Private,429258
KENDALL,NOEL WILFRED,0.0,0,Private,429259
ETHERINGTON,JOHN,0.0,0,Corporal,429261
ALLENBY,GEORGE DAVID STOREY,0.0,0,Private,429280
MCDOWELL,BRUCE CAMPBELL,0.0,0,Private,429298
ATKINS,WILLIAM ALEXANDER,0.0,0,Corporal,429511
ALLEN,HARRISON RAYMOND,0.0,0,Private,429512
ABEL,WILLIAM OSBORNE,0.0,0,Private,429513
CAMPBELL,JOHN STUART,0.0,0,Private,429535
CARD,HORACE WILLIAM,0.0,0,Private,429536
DOUTAZ,PAUL,0.0,0,Private,429549
FINLAY,ALBERT EDWARD,0.0,0,Private,429561
FOSTER,JOHN ALFRED,0.0,0,Lance Corporal,429562
LUPTON,MERVYN MANSELL,0.0,0,Sergeant,429565
REID,DAVID REGINALD,0.0,0,Private,429567
YOUNG,JAMES EDWARD,0.0,0,Private,429568
JEFFERD,CECIL WILSON,0.0,0,Private,429588
SUMMERFIELD,FRANK,0.0,0,Private,429592
PAUL,GEORGE FIRTH,0.0,0,Private,429603
FROST,PERCY LENORD,0.0,0,Private,429607
TRAIN,JAMES,0.0,0,Private,429608
THOMPSON,ALFRED PETER,0.0,0,Sergeant,429609
WADDELL,JAMES,0.0,0,Lance Corporal,429610
WILLIAMS,GEORGE,0.0,0,Private,429614
ROCHER,JULES,0.0,0,Private,429621
MAGENNIS,KENNEDY,0.0,0,Private,429634
ROACH,ALBERT,0.0,0,Corporal,429637
SMITH,EWART GLADSTONE,0.0,0,Lance Corporal,429642
WARD,ERNEST ALFRED,0.0,0,Private,429648
ROYLE,ERNEST,0.0,0,Private,429653
MONEY,THOMAS JAMES,0.0,0,Private,429654
CROWE,BERTRAND ARCHIBALD,0.0,0,Private,429662
HOLMES,SAM,0.0,0,Lance Corporal,429666
MEADE,JOHN,0.0,0,Private,429672
MOORE,RUSSELL ALEXANDER,0.0,0,Private,429673
MCPHERSON,JOHN MATHESON,0.0,0,Corporal,429679
MCKENZIE,JOHN,0.0,0,Private,429680
MCAFEE,JOHN,0.0,0,Private,429681
OLDACRE,THOMAS,0.0,0,Private,429692
PRATT,JOSEPH JOHN,0.0,0,Private,429695
PARSONS,WILLIAM JAMES,0.0,0,Private,429699
PARKER,STANLEY,0.0,0,Private,429700
SHEPHERD,RICHARD,0.0,0,Private,429708
TURNER,WALTER DISNEY LEITH,0.0,0,Private,429714
WILKINSON,JOHN,0.0,0,Corporal,429722
WHITE,JAMES,0.0,0,Private,429724
WATERS,CHARLEY,0.0,0,Private,429726
WEIR,KENNETH,0.0,0,Lance Corporal,429729
MILLS,CECIL RIVERS,0.0,0,Driver,429732
EDMONSTONE,BENJAMIN,0.0,0,Lance Corporal,429741
SHARPE,LORNE GRAY,0.0,0,Lance Serjeant,429747
FARLEY,THOMAS,0.0,0,Private,429758
MCARDLE,JOHN,0.0,0,Private,429762
MATHERS,JOSEPH,0.0,0,Private,429764
WATSON,WILLIAM WALLACE,0.0,0,Corporal,429772
GREEN,MILES BENJAMIN,0.0,0,Private,429773
PARKER,GEORGE FREDERICK,0.0,0,Private,429796
NELSON,SWAN,0.0,0,Private,429801
ANDERSON,HARRY,0.0,0,Private,429996
PASSMORE,GEORGE SIMEON,0.0,0,Lance Corporal,42I052
GOFF,JAMES HAXTON,0.0,0,Lance Corporal,430002
CHAPMAN,WILLIAM,0.0,0,Corporal,430003
MACKAY,NEIL,0.0,0,Lance Corporal,430007
MORRISON,JOHN,0.0,0,Sergeant,430014
WOODLAND,TRAFTON,0.0,0,Private,430017
SMITH,FREDERICK,0.0,0,Private,430021
DONALD,MATTHEW,0.0,0,Sapper,430033
ROWE,THOMAS HALL,0.0,0,Lance Corporal,430037
LUMSDEN,PERCY JOHN,0.0,0,Lance Corporal,430043
MAEERS,THEOPHILUS JOHN,0.0,0,Private,430046
ELLIOTT,WILLIAM,0.0,0,Private,430055
DONALD,ALEXANDER,0.0,0,Private,430058
GREENWOOD,FREDERICK,0.0,0,Private,430074
BEATON,HEATH EARDLY,0.0,0,Private,430076
YOUNG,DAVID,0.0,0,Private,430079
MUNRO,RODERICK,0.0,0,Private,430080
CAMPBELL,JAMES,0.0,0,Private,430085
THIEBOT,JOHN FRANCIS,0.0,0,Private,430086
MARSHALL,ROBERT,0.0,0,Sapper,430088
HOSKYN,WILLIAM DOUGLAS,0.0,0,Private,430091
ADAMS,FREDERICK,0.0,0,Private,430099
WELLS,ROLAND,0.0,0,Private,430102
KENDREW,BENJAMIN,0.0,0,Private,430109
SIMMS,SAMUEL,0.0,0,Private,430110
MILLER,WILLIAM JOHN,0.0,0,Private,430113
PATTERSON,MILES,0.0,0,Sergeant,430114
WADEY,JOHN,0.0,0,Lance Serjeant,430125
JENNINGS,GEORGE HENRY,0.0,0,Bombardier,43014
WILLIAMS,HUBERT CHARLES MOSELEY,0.0,0,Private,430148
FINDON,WILLIAM SUTTON,0.0,0,Private,430157
RAINCOCK,HERBERT ARTHUR,0.0,0,Private,430164
JAMES,ALEXANDER,0.0,0,Lance Serjeant,430165
SHOTTON,ROBERT EDMUND,0.0,0,Corporal,430168
COOK,ROSS STANLEY,0.0,0,Private,430172
PYPER,DAVID,0.0,0,Private,430187
WILSON,ARTHUR MILTON,0.0,0,Corporal,430194
HARRIS,LEONARD GAMBELL,0.0,0,Private,430196
POULSON,MORRIS,0.0,0,Private,430201
GREY,WILLIAM,0.0,0,Private,430212
ILIFFE,HARRY HARDY,0.0,0,Private,430229
SMITH,GEORGE,0.0,0,Private,430246
WINTER,GEORGE HARSFORD,0.0,0,Corporal,430250
BARRITT,FRED,0.0,0,Private,430253
MAY,FRANCIS JOHN,0.0,0,Lance Serjeant,430259
TENNANT,WALTER ANDERSON,0.0,0,Company Sergeant Major,430262
GOGGS,FRANK,0.0,0,Private,430264
STEWART,JOHN WILLIAM,0.0,0,Private,430270
BUTTERFIELD,PHILIP,0.0,0,Private,430276
POLLARD,GEORGE,0.0,0,Sergeant,430277
FORSYTH,ROBERT ALEXANDER,0.0,0,Private,430282
CAMPBELL,FRANK HAROLD,0.0,0,Private,430286
ADLAM,WILLIAM CECIL,0.0,0,Private,430287
NESBITT,WILLIAM JOSEPH,0.0,0,Second Lieutenant,430287
ADAMSON,JAMES,0.0,0,Private,430290
MCMILLAN,JAMES LAWRENCE,0.0,0,Sergeant,430292
GWILLIAM,EDWARD,0.0,0,Private,430296
BRANCH,HENRY,0.0,0,Private,430299
JAMES,WILLIAM HENRY,0.0,0,Private,430307
NOBLE,DAVID,0.0,0,Gunner,43031
WILSON,WILLIAM BRUCE,0.0,0,Corporal,430314
MALCOLM,JOHN CROLL,0.0,0,Private,430319
GALLAGHER,FRANK JAMES,0.0,0,Corporal,430329
BELL,WILLIAM,0.0,0,Private,430338
MATTHEWS,HERBERT,0.0,0,Private,430345
MORGAN,GEORGE HUNGERFORD,0.0,0,Lance Corporal,430346
BRYANT,REGINALD WALTER,0.0,0,Corporal,430355
PITTENDRIGH,DAVID,0.0,0,Private,430371
ANDERSON,JOHN JOSEPH,0.0,0,Private,430381
LAMOND,ROBERT,0.0,0,Corporal,430386
CAINE,JOHN,0.0,0,Private,43039
WILLIAMS,MCKAY,0.0,0,Corporal,430393
FLEMING,WILSON,0.0,0,Private,430397
WILKINSON,RICHARD,0.0,0,Private,430402
ROE,RICHARD,0.0,0,Private,430416
CLARK,ROBERT HUNTER,0.0,0,Private,430417
NEILD,HENRY,0.0,0,Private,430447
GRIFFITHS,ALBERT,0.0,0,Private,430453
PARKER,HENRY,0.0,0,Private,430459
BAKER,PERCY EDWARD,0.0,0,Sergeant,430465
SADLER,OLIVER EDGAR,0.0,0,Private,430491
MATHESON,MURDOCK,0.0,0,Private,430496
YOUNG,CLAUDIAN WILLIAM JOHN,0.0,0,Private,430498
EDDIE,JOHN DUNCAN,0.0,0,Private,430500
CLOUTTE,JACK RUSSELL,0.0,0,Private,430510
WHITE,WILLIAM WALLACE,0.0,0,Private,430511
ARCHER,THOMAS,0.0,0,Private,430514
ROBINSON,JOSEPH WILLIAM,0.0,0,Private,430519
CARSON,ANDREW,0.0,0,Private,430533
PHILPOTTS,HARRY,0.0,0,Lance Corporal,430549
GOODALL,PERCY MARTIN,0.0,0,Private,430556
SHAW,RICHARD,0.0,0,Lance Serjeant,430595
ELFORD,ERNEST ROBERTSON,0.0,0,Private,430596
DEWLAND,FREDERICK,0.0,0,Private,430601
DAVIES,WILLIAM,0.0,0,Private,430607
HAINES,JOHN,0.0,0,Pioneer,430617
COWARD,GEORGE JACKSON,0.0,0,Corporal,430629
BISSONNETTE,ALBERT,0.0,0,Gunner,43064
GODWIN,GEOFFREY ARBUTHNOTT,0.0,0,Private,430644
HOWORTH,JOHN,0.0,0,Private,430650
MACKAY,JOHN,0.0,0,Private,430655
MORTON,WILLIAM,0.0,0,Lance Corporal,430658
HOWE,ALFRED WILSON,0.0,0,Lance Corporal,430671
BOARDMAN,JOSEPH ALPHONSUS,0.0,0,Private,430673
JONES,GORDON PIERCE,0.0,0,Lance Serjeant,430694
RANKINE,WILLIAM JEFFREY,0.0,0,Private,430697
CHAPMAN,WILLIAM GARMSTON,0.0,0,Private,430699
BERTON,MARK EDWARD,0.0,0,Private,430702
LAMPORT,JOHN FRED,0.0,0,Private,430709
FERGUSSON,RONALD STUART,0.0,0,Private,430718
BOADEN,EDWARD GRAHAM,0.0,0,Private,430730
THOMPSON,JAMES,0.0,0,Private,430733
EARLE,VERNON,0.0,0,Private,430739
HAEGERT,SAMUEL LIVINGSTON,0.0,0,Private,430754
VOWELL,EDWARD ARTHUR,0.0,0,Corporal,430758
GRAHAM,RALPH,0.0,0,Private,430766
HAIR,DAVID,0.0,0,Private,430767
READ,HAROLD THOMAS,0.0,0,Corporal,430779
PESKETT,HENRY,0.0,0,Private,430780
HODGINS,DAVID HIRAM,0.0,0,Private,430781
KEMP,EDWARD HAROLD,0.0,0,Sergeant,430787
DENTON,GEORGE SYDNEY,0.0,0,Private,430788
PACEY,JOHN EDWIN,0.0,0,Lance Corporal,430789
BOWMAN,FRANK,0.0,0,Sapper,430793
WILSHIRE,FREDERICK GEORGE,0.0,0,Sergeant,430795
CLEMENTS,THOMAS JAMES,0.0,0,Private,43080
DANIELS,GEORGE,0.0,0,Private,430801
TAYLOR,AUCHER WILBRAHAM,0.0,0,Second Lieutenant,430802
MACLAREN,WALTER MCNAB,0.0,0,Private,430806
GREEN,WALTER THOMAS,0.0,0,Private,430827
MCGILLICUDDY,MICHAEL,0.0,0,Lance Corporal,430833
SABISTON,PETER,0.0,0,Private,430838
HUSON,SIDNEY WALPOLE,0.0,0,Lance Corporal,430856
YOUNG,WILLIAM,0.0,0,Private,430858
WILLIAMS,GEORGE,0.0,0,Private,430860
AHIERS,STANLEY WALKER,0.0,0,Private,430874
EDDIE,COLIN ANDREW MURRAY,0.0,0,Corporal,430875
WATTS,CECIL MALCOLM,0.0,0,Private,430883
SHORT,WILFRED JAMES,0.0,0,Private,430884
GOODLIFFE,WALTER HAROLD,0.0,0,Private,430890
BOWERS,JOHN,0.0,0,Private,430891
BROWN,JAMES,0.0,0,Private,430895
FLORENCE,JOHN,0.0,0,Private,430896
COOPER,EDWARD,0.0,0,Sergeant,43090
MACNICOLL,ARCHIBALD,0.0,0,Private,430915
WILSON,SIMPSON,0.0,0,Private,430918
PROCTOR,LESLIE WILLIAM,0.0,0,Gunner,430935
HOLLAND,WILLIAM,0.0,0,Private,430939
FERREY,LAWRENCE CARR,0.0,0,Pioneer,430949
GELSTHORPE,BERNARD,0.0,0,Pioneer,430954
BROOMFIELD,ARTHUR,0.0,0,Private,430961
DOCHARD,JOHN,0.0,0,Private,430968
EVANS,GILBERT ANSDELL,0.0,0,Lance Corporal,430969
FINTER,CHARLES,0.0,0,Private,430971
GOYER,FRANK,0.0,0,Private,430973
GOURLEY,JOSEPH,0.0,0,Private,430976
MURRAY,POWELL,0.0,0,Private,430986
MCLEOD,ROGER,0.0,0,Lance Corporal,430988
TEES,STUART MILNE,0.0,0,Sergeant,430994
COLBEAR,FREDERICK,0.0,0,Private,431
DELISLE,ROMEO,0.0,0,Private,43100
KELLY,JOHN,0.0,0,Private,431009
WADDINGTON,WILLIAM ISAAC,0.0,0,Corporal,431013
BILTON,HOWARD VERNON,0.0,0,Private,431020
WISDOM,GEORGE FRANCIS,0.0,0,Private,431024
VESCOUNTE,WILLIAM JOHN,0.0,0,Pioneer,431026
LAIDLAW,ROBERT STUART,0.0,0,Private,431036
STAFFORD,ERNEST ROWLAND,0.0,0,Private,431044
MARTIN,HARVEY COMBE,0.0,0,Sergeant,431059
FORESTER,BRICE,0.0,0,Private,431072
LITTLE,CHARTERS HENRY,0.0,0,Lance Corporal,431078
HARDY,ROBERT,0.0,0,Private,431084
BELL,HARRY REID,0.0,0,Sergeant,431086
MCKINNON,RODERICK,0.0,0,Sergeant,431095
GRICE,JOSEPH HAROLD,0.0,0,Private,431103
SULLIVAN,JAMES,0.0,0,Private,431110
MITCHELL,BLENHEIM CLAUDE,0.0,0,Private,431112
RUMBOLD,FRED,0.0,0,Private,431114
SYMONS,WILLIAM,0.0,0,Private,431116
HARDY,HARRY,0.0,0,Private,431118
WOOD,VERNON KINGSLEY,0.0,0,Private,431124
COLLIARD,OLIVER,0.0,0,Private,431128
BEAMISH,THOMAS LORNE,0.0,0,Private,431129
ROBERTSON,WILLIAM HENRY,0.0,0,Corporal,431136
WHITTIER,ANDREW VICTOR,0.0,0,Private,431137
BARTER,FELTON CHARLES,0.0,0,Corporal,431141
BURTON,RAYMOND CLIFFORD,0.0,0,Private,431142
HARDY,CHARLES HOWARD,0.0,0,Private,431152
GRAMSON,WILLIAM GEORGE,0.0,0,Private,431157
RICH,SIDNEY NORRIS,0.0,0,Private,431159
HARMSTON,LUCIUS FIELDSEND,0.0,0,Private,431169
BEEBY,PERCY,0.0,0,Private,43117
MCINTYRE,ANGUS,0.0,0,Private,431171
MCDONALD,NORMAN JOSEPH,0.0,0,Private,431176
CLARKE,WILLIAM FREDERICK,0.0,0,Private,431178
PLUMTREE,GEORGE BRACKENBURG,0.0,0,Pioneer,431188
DICKINSON,BASIL MARMADUKE,0.0,0,Private,431194
FISK,HARRY PHILIP THOMAS,0.0,0,Gunner,43138
KELLY,FRANK CARDIGAN,0.0,0,Gunner,43138
LABRACHE,JOHN JOSEPH,0.0,0,Gunner,43144
MANSFIELD,PERCY FRANK,0.0,0,Gunner,43153
HORNE,FREDERICK,0.0,0,Private,4319
BIRD,RICHARD DE BERGHS MOLYNEUX,0.0,0,Lance Corporal,432
HUMPHRYS,BASIL GODFREY,0.0,0,Lance Corporal,432
BARNES,ROBERT,0.0,0,Private,432005
ELDER,JAMES EDWARD,0.0,0,Private,432006
BROWN,RONALD CHRISTOPHER,0.0,0,Private,432010
FISHER,KENNETH SYDNEY,0.0,0,Private,432012
STANNARD,GEORGE,0.0,0,Lance Corporal,432013
VINER,DAVID,0.0,0,Private,432016
MILLS,ALFRED DANIEL,0.0,0,Company Sergeant Major,432019
FLIPPANCE,JAMES,0.0,0,Private,432030
BAUGUST,JOHN LAWRENCE,0.0,0,Private,432044
STONE,JOHN,0.0,0,Private,432048
WHITE,HAROLD EDGAR,0.0,0,Private,432049
ALLEN,ALBERT EDWARD,0.0,0,Private,432051
MAIL,LEO,0.0,0,Private,432053
WELBOURN,ERNEST RUSSELL,0.0,0,Sergeant,432056
COX,JOSEPH,0.0,0,Private,432059
MACAULAY,JOHN,0.0,0,Private,432065
PRESCOTT,GEORGE,0.0,0,Private,432089
MILNE,GEORGE,0.0,0,Lance Corporal,432094
STEPHEN,JAMES,0.0,0,Private,432102
TEMPLETON,WILLIAM,0.0,0,Lance Sergeant,432119
DICKIE,WILLIAM,0.0,0,Private,432120
KNOCK,FREDERICK TAYLOR,0.0,0,Private,432128
TICKNER,THOMAS HUMPHRIES,0.0,0,Corporal,432142
HAYES,THOMAS EDWARD,0.0,0,Private,432146
MAWER,WILLIAM,0.0,0,Private,432147
EAVES,THOMAS,0.0,0,Corporal,432148
BURGAR,RUSSELL HUGH,0.0,0,Private,432149
PELLERIN,LOUIS,0.0,0,Corporal,432156
WOOD,CEDRIC STEWART,0.0,0,Private,432165
BREDON,ANTHONY,0.0,0,Corporal,432166
WALSH,NICHOLAS,0.0,0,Regimental Sergeant Major (WO.I),432178
HACKETT,GEORGE HENRY,0.0,0,Corporal,432182
MAXWELL,GERALD WALTER,0.0,0,Private,432194
KING,ERIC NICHOLAS ARDMORE,0.0,0,Private,432198
NEWTON,FREDERICK RANDOLPH,0.0,0,Private,432209
ASPDEN,GEORGE WILLIAM SHEPHERD,0.0,0,Private,432210
WHYTE,WILLIAM,0.0,0,Sergeant,432211
MCDONALD,PHILIP MCINTOSH,0.0,0,Company Sergeant Major,432218
CHALMERS,WILLIAM,0.0,0,Lance Corporal,432220
