Lname,Fname,Freq,Times,Rank,Regiment
JOHNSON,JOHN SYDNEY,0.0,0,Private,425564
KEE,JAMES,0.0,0,Private,425567
KENNEDY,GUY,0.0,0,Private,425568
MACDONALD,ALEXANDER ROSS,0.0,0,Private,425586
PAYNTER,HENRY GEORGE,0.0,0,Private,425593
PHILLIPS,PERCY NORTON,0.0,0,Lance Corporal,425595
SINCLAIR,MCIVOR,0.0,0,Private,425608
O'TOOLE,JOSEPH,0.0,0,Gunner,42561
STORY,CHRISTOPHER ROBERT,0.0,0,Private,425610
TAYLOR,HENRY ANDREW,0.0,0,Private,425612
TENNANT,HARRY,0.0,0,Private,425613
WATSON,THOMAS,0.0,0,Private,425616
WHITAKER,JOHN,0.0,0,Private,425617
YOUNG,ARTHUR JAMES,0.0,0,Private,425619
OXLAND,WILLIAM CHARLES,0.0,0,Gunner,42562
MUNGHAM,HENRY WALTER,0.0,0,Private,425634
WOLF,GEORGE EKNER,0.0,0,Private,425643
BARRETT,ROBERT LEE,0.0,0,Private,425645
CRUISE,ROBERT WALLACE,0.0,0,Private,425650
FLOOD,BASIL,0.0,0,Private,425653
GRIFFITH,GEORGE EDGERTON,0.0,0,Private,425656
REEVE,ERNEST,0.0,0,Private,425663
STORRY,CEDRIC WILLIAM JUBB,0.0,0,Private,425666
PITTS,RILEY WILLIAM,0.0,0,Lance Corporal,425669
BUCKLER,EDGAR PHILIPS,0.0,0,Lance Corporal,425670
INSLEY,CHARLES PERCY,0.0,0,Private,425673
THOMAS,HARRY,0.0,0,Private,425673
MEESON,DENNIS,0.0,0,Private,425674
HUNTER,EMORY,0.0,0,Private,425675
HIGHAM,ARTHUR SAMUEL,0.0,0,Private,425677
COLLINS,WILLIAM ERNEST,0.0,0,Private,425679
CARTER,HENRY FORD JOHN,0.0,0,Private,425681
MEADER,FRANK THOMAS MORRIS,0.0,0,Lance Corporal,425693
JACKSON,FRANK MANLEY,0.0,0,Private,425696
NEGAL,JOSEPH,0.0,0,Private,425697
AUSTIN,GEORGE BELL,0.0,0,Lance Corporal,425705
KELLY,HERBERT,0.0,0,Private,425706
POUND,ORLO LYDIA,0.0,0,Private,425707
DAVIDSON,FRANK ROBERT,0.0,0,Private,425709
REYNOLDS,ARTHUR HECTOR,0.0,0,Gunner,42571
TAYLOR,CHARLES HENRY,0.0,0,Private,425712
LEE,ELGIN RUSSELL,0.0,0,Private,425713
HUNT,JAMES MCLEAN,0.0,0,Private,425714
SCHOEMPERLEN,ALFRED FREDERICK,0.0,0,Private,425715
SEAMAN,THOMAS,0.0,0,Private,425726
SEXSMITH,COLIN CAMPBELL,0.0,0,Private,425728
CAVERLY,JOHN ELLIS,0.0,0,Private,425730
GILROY,SEYMOUR ARTHUR,0.0,0,Corporal,425731
CHAMBERLIN,FRANK,0.0,0,Private,425732
ATTWOOD,JAMES ERNEST,0.0,0,Private,425743
MACMILLAN,IAN,0.0,0,Private,425749
TAVENER,HAROLD REUBEN,0.0,0,Private,425753
ADDISON,WALTER WILLIAM,0.0,0,Private,425754
KIRKNESS,GEORGE,0.0,0,Private,425758
HOWARTH,ERNEST,0.0,0,Private,425759
CURTIS,HOWARD WINFRED,0.0,0,Private,425766
PRESTON,JAMES,0.0,0,Private,425770
TATE,THOMAS,0.0,0,Private,425778
LARCOMBE,EDGAR CHARLES,0.0,0,Private,425779
DYER,CHARLES SAMUEL,0.0,0,Private,425782
INMAN,EDWIN THOMAS,0.0,0,Private,425783
WISNER,WILFRED LLOYD,0.0,0,Private,425785
LEFLAR,IRA ASA,0.0,0,Private,425791
SARGENT,ROBERT CHESTER,0.0,0,Private,425797
SPENCE,WILLIAM JOHN,0.0,0,Private,425798
DUNKLEY,GEORGE EDWARD,0.0,0,Private,425896
FRISTAD,ALL BERGER,0.0,0,Private,4259
SKELTON,THOMAS,0.0,0,Private,425913
STONE,ALFRED,0.0,0,Sergeant,42592
SYKES,HENRY,0.0,0,Corporal,42598
SIME,CHARLES ANDERSON,0.0,0,Private,426
FEWSON,EDWARD,0.0,0,Private,426003
FORBES,JAMES,0.0,0,Private,426004
HARPER,FRANK,0.0,0,Private,426007
JACKSON,ALECK,0.0,0,Corporal,426009
JONES,ALBERT HENRY,0.0,0,Private,426011
LYON,WILLIAM JOHNSON,0.0,0,Private,426013
RICHARDSON,CHARLES,0.0,0,Sergeant,426020
POPE,HARRY,0.0,0,Private,426023
DAVIES,JOHN HERBERT,0.0,0,Private,426039
DAY,ALLEN DUNCAN,0.0,0,Private,426040
DAVENPORT,THOMAS,0.0,0,Private,426041
EASTON,ROBERT,0.0,0,Private,426042
BROWN,DAVID BARCLAY,0.0,0,Private,426044
GIBSON,WILLIAM COULTER,0.0,0,Lance Corporal,426049
HOWARTH,JOHN,0.0,0,Private,426052
LEMON,SAMUEL HENRY,0.0,0,Private,426056
MARSHALL,CHARLES,0.0,0,Private,426057
WARRINGTON,HENRY WILLIAM,0.0,0,Corporal,42606
PAYZE,PERCY OWEN,0.0,0,Private,426063
MACKENZIE,JOSEPH,0.0,0,Lance Serjeant,426068
LESTER,CHARLES,0.0,0,Private,426069
AKRIGG,JOHN,0.0,0,Private,426072
REGAN,JOSEPH FRANCIS,0.0,0,Private,426083
WATCHMAN,JAMES,0.0,0,Regimental Sergeant Major (WO.I),426088
ETTY,ROBERT WILLIAM,0.0,0,Private,426094
FENTON,WALTER,0.0,0,Private,426095
HUGHES,JOSEPH,0.0,0,Private,426102
SWIFT,NATHAN,0.0,0,Lance Corporal,426106
COOK,JOHN,0.0,0,Lance Corporal,426113
DOIG,ARCHIBALD,0.0,0,Private,426114
GILLESPIE,WILLIAM JAMES,0.0,0,Private,426117
HORNE,HARRY,0.0,0,Sapper,42613
MOCKRIDGE,WILLIAM,0.0,0,Private,426136
RIDER,SAMUEL STEWART,0.0,0,Private,426137
MELVILLE,MAXWELL ARTHUR,0.0,0,Private,426140
THEAKER,THOMAS,0.0,0,Private,426144
NEWTON,JOHN ALFRED,0.0,0,Corporal,426149
GRAY,CHARLES JAMES CALDWELL,0.0,0,Lance Corporal,426151
PAVIER,ARTHUR,0.0,0,Private,426154
SMITH,RONALD JAMES,0.0,0,Private,426155
THOMPSON,ROY,0.0,0,Private,426156
YATES,JAMES ASHLEY,0.0,0,Bombardier,42616
MOBBS,DOUGLAS CLARENCE,0.0,0,Private,426162
SAMPLE,STANLEY,0.0,0,Private,426173
SANDFORD,JAMES WALKER,0.0,0,Private,426180
DONNELLY,ORVAL HARVEY,0.0,0,Lance Corporal,426181
STEPHENS,FREDERICK THOMAS,0.0,0,Lance Corporal,426188
GILLESPIE,REUBEN GEORGE,0.0,0,Private,426190
BARDY,FRANK,0.0,0,Private,426204
SMITH,ALBERT,0.0,0,Company Quarter Master Sergeant,426205
CHAMBERS,JOSEPH ARNOLD,0.0,0,Private,426219
CLARK,WELDON HARRY,0.0,0,Private,426220
RAMSAY,THOMAS,0.0,0,Sergeant,426221
RAMSAY,JOHN PINKNEY,0.0,0,Corporal,426223
ARMSTRONG,RUSSELL,0.0,0,Private,426226
BROWN,GEORGE BARTAM,0.0,0,Lance Serjeant,426228
HINES,THOMAS,0.0,0,Private,426229
HARRIS,EDWARD CHARLES,0.0,0,Sergeant,42623
WALLACE,OSCAR BROWN,0.0,0,Lance Serjeant,426233
FLYNN,EDWARD,0.0,0,Corporal,426237
HANSFORD,ALBERT JOHN,0.0,0,Corporal,426238
MALLINSON,FRANK,0.0,0,Private,426239
DINGLE,PERCIVAL,0.0,0,Private,426243
EGGERTSSON,INGVAR,0.0,0,Private,426244
BOLTON,STEWART DAVID,0.0,0,Private,426250
MCLENNAN,HUGH SYLVESTER,0.0,0,Sergeant,426252
MCGIBBON,JAMES ROY,0.0,0,Private,426255
KYNOCH,PETER,0.0,0,Private,426259
GRANT,MALCOLM REID,0.0,0,Quartermaster Sergeant,42626
BOWIE,JOHN MATHIN,0.0,0,Private,426268
WILSON,MELVIN GEORGE,0.0,0,Private,426271
BEATTIE,WILLIAM,0.0,0,Sergeant,426280
CHRISTIE,SYDNEY HODSDON,0.0,0,Lance Corporal,426295
BROWN,ALBERT,0.0,0,Private,426296
COOK,ALFRED JOSEPH,0.0,0,Private,426298
GAY,WILLIAM WALTER,0.0,0,Private,426304
CHUBB,WILLIAM WELLINGTON,0.0,0,Corporal,426311
BRINDLEY,HOWARD VICTOR,0.0,0,Private,426321
GARD,EDWIN,0.0,0,Private,426323
KIDD,THOMAS NOBLE ARTHUR,0.0,0,Private,426325
GRAY,WILLIAM JAMES,0.0,0,Private,426330
BROWN,WILLIAM JAMES,0.0,0,Company Sergeant Major,426331
MURRAY,DAVID STANLEY,0.0,0,Lance Corporal,426343
LATIMER,ARCHIBALD,0.0,0,Lance Corporal,426344
GUNN,GEORGE,0.0,0,Lance Corporal,426345
THACKER,GEORGE WILLIAM,0.0,0,Sergeant,426356
CARPENTER,EDWARD BRUCE,0.0,0,Private,426368
FOOTE,WILLIAM JAMES,0.0,0,Sergeant,426379
CAMERON,DONALD WILLIAM,0.0,0,Private,426384
MEIKLE,THOMAS,0.0,0,Private,426387
MORRISON,JAMES,0.0,0,Private,426392
NOBLE,ALBERT,0.0,0,Private,426397
KNIGHT,ARTHUR GEORGE,0.0,0,Sergeant,426402
NEALE,JOHN HARRISON,0.0,0,Lance Corporal,426403
SEMPEY,ALEXANDER,0.0,0,Company Quarter Master Sergeant,426407
TALLETT,MONTY BROWN,0.0,0,Corporal,426420
BEATTIE,WILLIAM,0.0,0,Private,426437
ARCHIBALD,HENRY,0.0,0,Sergeant,42645
PRICE,LEONARD,0.0,0,Private,426450
CRANE,ALBERT EDWARD JOHN,0.0,0,Corporal,426453
COLLINGWOOD,ANGUS SYLVESTER,0.0,0,Private,426455
ABEL,ARTHUR,0.0,0,Private,426456
HUNT,JOHN MARSHAL,0.0,0,Corporal,426462
LIPPROSS,FREDERICK HENRY,0.0,0,Private,426468
BILL,CHARLES SMITH,0.0,0,Private,426471
SHEPHERD,CHARLES EDWIN,0.0,0,Private,426487
MCELHANEY,JAMES,0.0,0,Private,426491
GREENE,HENRY JAMES DE PUISSAYE,0.0,0,Sergeant,426510
RAITHBY,FRANK,0.0,0,Private,426512
SHAW,ERNEST,0.0,0,Private,426513
LUCK,HAYWARD JAMES,0.0,0,Private,426521
LLOYD,HUGH,0.0,0,Private,426537
FRASER,LACHLAN,0.0,0,Private,426540
LINCOLN,WILLIAM JOSEPH,0.0,0,Private,426547
BURR,GUY STANLEY,0.0,0,Private,426549
LAWRENCE,JAMES,0.0,0,Private,426552
LANKO,PETE,0.0,0,Private,426556
BROWN,RICHARD JAMES,0.0,0,Sergeant,426557
BULMER,FRANCIS DOUGLAS,0.0,0,Private,426567
HOUNSLOW,ALBERT,0.0,0,Private,426568
KENNEDY,GEORGE ALEXANDER,0.0,0,Private,426572
SCRYMGEOUR,JAMES WATSON,0.0,0,Lance Corporal,426573
SNYDER,WILLIAM RALPH,0.0,0,Private,426577
FORBES,JOHN,0.0,0,Private,426580
SPEIGHT,WILLIAM,0.0,0,Private,426587
DIER,RICHARD,0.0,0,Private,426595
MCPHAIL,ROBERT,0.0,0,Lance Corporal,426601
SMITH,THOMAS,0.0,0,Private,426604
MACRAE,WILLIAM MURRAY,0.0,0,Private,426606
CLEMINSON,SAMUEL,0.0,0,Driver,42661
TACKABERRY,GEORGE FREDERICK,0.0,0,Private,426611
GORDON,JOSEPH,0.0,0,Private,426631
GRAHAM,WILLIAM,0.0,0,Private,426632
EDEN,ROBERT ALBERT,0.0,0,Sergeant,426633
CROSS,WILLIAM SIDNEY AUSTIN,0.0,0,Driver,42664
HUNTER,GEORGE,0.0,0,Private,426653
SMITH,DAVID,0.0,0,Private,426657
GUTHRIE,JAMES,0.0,0,Private,426661
FLEET,WILLIAM ROBERT,0.0,0,Private,426662
COURTRIGHT,CHARLES EDWARD,0.0,0,Private,426663
RATCLIFFE,CHURCHILL,0.0,0,Private,426665
CURRIN,WILLIAM,0.0,0,Bombardier,42667
BUNYAN,JOHN JOSEPH,0.0,0,Private,426672
LEWIS,ALBERT,0.0,0,Private,426675
ALLAN,GEORGE,0.0,0,Private,426676
ROWBOTTOM,JAMES,0.0,0,Corporal,426682
WHITE,ARTHUR,0.0,0,Private,426686
DODSON,FREDERICK EDWARD,0.0,0,Private,426688
FLAVELL,GEORGE BENJAMIN,0.0,0,Private,426695
WILLIAMSON,HILTON,0.0,0,Private,426701
GILCHRIST,THOMAS GRAY,0.0,0,Corporal,426708
LENNOX,GEORGE,0.0,0,Private,426710
WILD,GEORGE ALFRED,0.0,0,Private,426715
EVANS,FRANK ASPINALL,0.0,0,Private,426724
SPANGLE,BENJAMIN ALBERT,0.0,0,Sergeant,426727
JOHNSON,FREDERICK SLADE,0.0,0,Private,426728
INNES,EDWARD ANGUS,0.0,0,Private,426731
DUNCAN,JOHN ROBERTSON,0.0,0,Private,426734
HARRIS,WALTER,0.0,0,Corporal,426737
POWNALL,EDWARD WARWICK,0.0,0,Private,426742
WILKINSON,WILLIAM BENJAMIN,0.0,0,Private,426743
ADDINELL,WILLIAM ROBERT,0.0,0,Private,426744
WALKER,ANDREW,0.0,0,Sergeant,426747
KING,DAVID,0.0,0,Private,426748
MCMATH,NELSON CAMPBELL,0.0,0,Private,426750
STEVENS,SYDNEY GEORGE,0.0,0,Private,426751
HAMILTON,MORGAN HORACE CAYLEY,0.0,0,Private,426753
PULMAN,JOHN EDGAR,0.0,0,Private,426761
TODD,JOHN JAMES,0.0,0,Private,426762
KITCHIN,BANJAMIN,0.0,0,Private,426771
SCOTT,SAMUEL,0.0,0,Sergeant,426778
DEANE,EDMUND BONARD,0.0,0,Private,426783
PURDHAM,ISAAC,0.0,0,Private,426786
FISHER,GEORGE HENRY,0.0,0,Corporal,426791
HOOPER,BERTIE,0.0,0,Private,426815
WINSPEAR,HARRY,0.0,0,Private,426816
HONEYMAN,CLIFFORD ARTHUR,0.0,0,Private,426817
HALE,GEORGE LESLIE,0.0,0,Private,426819
GORDON,WILLIAM,0.0,0,Private,426829
LANGTRY,GEORGE ARTHUR,0.0,0,Private,426834
CAREY,HERBERT,0.0,0,Private,426835
MCAFEE,JAMES BRYANT,0.0,0,Private,426839
FARMER,REGINALD FRANK,0.0,0,Private,426840
THOMPSON,FRED,0.0,0,Private,426853
LEES,JOHN ALEXANDER,0.0,0,Serjeant,426858
DAVIS,ARTHUR HARRIS,0.0,0,Private,426861
DAY,WILLIAM MURRAY,0.0,0,Private,426870
ROBINSON,ARTHUR WILLIAM,0.0,0,Private,426873
SALT,WILLIAM,0.0,0,Private,426874
HOUGHTON,STEPHEN ROPER,0.0,0,Corporal,426880
PEACOCK,GEORGE HENRY,0.0,0,Private,426885
LAING,GORDON SAMUEL,0.0,0,Private,426887
MILLER,HERBERT,0.0,0,Private,426889
WOODBINE,WILLIAM OSBORNE,0.0,0,Private,426892
REDHEAD,GEORGE,0.0,0,Company Sergeant Major,426898
GOODCHILD,STANLEY,0.0,0,Private,426906
GRAHAM,EDWIN,0.0,0,Private,426907
HACKING,RICHARD EDWARD,0.0,0,Private,426911
MCCLINTON,ADOLPHUS LEOPOLD FRANCIS,0.0,0,Private,426916
ROBSON,STANLEY,0.0,0,Private,426920
RICHARDSON,JOHN SPENCER,0.0,0,Private,426921
ROBINSON,JOHN NOEL,0.0,0,Private,426922
WOOD,GEORGE HERBERT,0.0,0,Private,426923
MOYNIHAN,WILLIAM JOHN,0.0,0,Private,426925
ERICKSON,GUSTAF ADOLF,0.0,0,Lance Corporal,426928
DAY,ALLAN WALTER,0.0,0,Sergeant,426932
ASKIN,ROBERT HUGH,0.0,0,Private,426933
MERLET,JEAN,0.0,0,Private,426935
DRADER,SAMUEL,0.0,0,Private,426936
HUBBARD,JUDSON JOSIAH,0.0,0,Driver,42695
DUNCAN,ALVIN,0.0,0,Private,426952
GRANT,JOHN,0.0,0,Private,426956
DOWDEN,WILLIAM,0.0,0,Private,426957
WHITE,JOHN,0.0,0,Private,426972
WARD,PERCY,0.0,0,Private,426974
MARTIN,DAVID GLASS,0.0,0,Private,426984
LEES,JAMES,0.0,0,Sergeant,427003
MACLENNAN,NORMAN,0.0,0,Private,427017
PHILLIPS,HARRY,0.0,0,Private,427020
BENNETT,THOMAS CAMERON,0.0,0,Private,427023
KEMPSTER,ARTHUR,0.0,0,Corporal,42703
BELL,WILLIAM,0.0,0,Private,427032
CARROLL,JAMES,0.0,0,Private,427034
REA,WILFORD,0.0,0,Private,427039
THOMSON,HARRY,0.0,0,Lance Corporal,427040
MOORE,GEORGE WILLIAM,0.0,0,Private,427052
COLEMAN,JOHN,0.0,0,Private,427056
AYRE,ORLANDO,0.0,0,Private,427063
FLINT,ALFRED WILLIAM,0.0,0,Lance Corporal,427065
WALLEY,JOHN ALBERT,0.0,0,Lance Corporal,427080
DENTON,WILLIAM,0.0,0,Private,427086
ESSON,EDWARD,0.0,0,Lance Corporal,427090
FLETCHER,HERBERT HARRADON,0.0,0,Lance Corporal,427091
GAWMAN,ROBERT JOHNSON,0.0,0,Company Sergeant Major,427092
DAVIS,LOUIS,0.0,0,Private,427099
ROUTLEDGE,WILLIAM,0.0,0,Private,427100
KILBORN,CLINTON,0.0,0,Private,427107
MYLES,JAMES HOUSTON,0.0,0,Private,427108
PETERSON,GILBERT ANDREW,0.0,0,Lance Corporal,427115
SANDERS,PERCIVAL FRANK,0.0,0,Private,427117
CROXON,ALFRED OTAVIUS,0.0,0,Lance Corporal,427124
METHUEN,ST JOHN ARTHUR PAUL,0.0,0,Driver,42713
HUGO,CYRIL JULIUS,0.0,0,Private,427133
LING,ARTHUR LEWIS,0.0,0,Private,427144
JUMP,ERNEST FRANK,0.0,0,Private,427149
HAVER,WILLIAM ROBERT CHISHOLM,0.0,0,Private,427150
PHIBLIN,JOHN,0.0,0,Private,427159
FAIR,FRANK,0.0,0,Sergeant,427161
HEARN,ARTHUR FREDRICK,0.0,0,Private,427167
MCLACHLAN,ALEXANDER HUGH,0.0,0,Private,427173
VOGEL,JOHN THEODORE,0.0,0,Armourer Staff Serjeant,427174
STRUDWICK,REGINALD,0.0,0,Lance Corporal,427176
MCDONALD,ROBERT,0.0,0,Private,427179
FERG,HERMAN CHARLES AUGUSTUS,0.0,0,Private,427186
CHAMBERLAIN,WILLIAM JAMES,0.0,0,Private,427188
MORRISON,THOMAS JOSEPH,0.0,0,Private,427192
PARSONS,WALLACE,0.0,0,Private,427195
CHISHOLM,DONALD ALEXANDER,0.0,0,Private,427198
BROWN,GEORGE,0.0,0,Private,4272
JONES,WALTER,0.0,0,Private,427200
BOYLE,PATTERSON JAMES,0.0,0,Private,427204
AMBLER,ARNOLD,0.0,0,Private,427208
ADDIS,REGINALD,0.0,0,Private,427211
WARE,SIDNEY JOHN,0.0,0,Private,427214
NORRIS,ARTHUR GEORGE,0.0,0,Private,427216
MOYES,ALEXANDER,0.0,0,Driver,42722
CLARKE,STANLEY JAMES,0.0,0,Private,427225
CHRISTIE,ANDREW,0.0,0,Private,427227
LAGARDE,JOSEPH OVILA,0.0,0,Private,427228
STROMBERG,GUSTAF ADOLPH,0.0,0,Private,427229
GILLIES,JOHN NIMMO,0.0,0,Private,427231
COOPER,ALBERT ERNEST,0.0,0,Private,427234
GANNON,THOMAS,0.0,0,Sapper,427242
CRAIG,STEWART,0.0,0,Private,427243
MEIKLE,WILLIAM,0.0,0,Private,427246
MOORE,THOMAS GEORGE,0.0,0,Private,427253
MAVEETY,HARRY ALTON,0.0,0,Corporal,427258
HEWER,FREDERICK NORMAN,0.0,0,Lance Corporal,427293
MURRAY,JAMES,0.0,0,Private,427297
MCEWEN,ALBERT,0.0,0,Private,427299
HAMILTON,ALEXANDER JAMES,0.0,0,Private,427303
BLAIR,THOMAS HERBERT,0.0,0,Private,427304
BULLOCK,HENRY,0.0,0,Private,427310
LEWIS,DANIEL ANDREW,0.0,0,Private,427311
SIMPSON,CHARLES ROGER,0.0,0,Private,427316
HUNTLEY,SIDNEY LEONARD,0.0,0,Private,427319
NICOL,JOHN MCGREGOR,0.0,0,Lance Corporal,427321
GATE,STODDART,0.0,0,Private,427325
BROWN,PERCY VICKERS,0.0,0,Private,427327
MCILWAINF,JOHN,0.0,0,Private,427330
BURNS,JOHN DONALDSON,0.0,0,Private,427336
PAGE,SYDNEY,0.0,0,Private,427348
DENT,WILFRED,0.0,0,Private,427361
WILSON,CHARLES,0.0,0,Corporal,427362
SCOTT,JOHN GORDON,0.0,0,Corporal,427366
ADAMS,RAYMOND TOM,0.0,0,Private,427370
MCDOWALL,JOHN,0.0,0,Private,427372
EYRE,JOSEPH,0.0,0,Lance Serjeant,427375
PATERSON,GEORGE,0.0,0,Private,427381
DUNN,GEORGE,0.0,0,Private,427383
JOHNSON,THEODORE THOMAS,0.0,0,Private,427386
STOCKWELL,ARTHUR HALLGATH,0.0,0,Private,427392
GRAHAM,THOMAS,0.0,0,Sergeant,427395
BULLEN,JACK STANLEY,0.0,0,Private,427396
SIMPSON,DAVID,0.0,0,Driver,42740
KIPPING,RICHARD LUXMORE,0.0,0,Private,427400
WRAGGE,AYRTON,0.0,0,Private,427405
FANCOURT,ALFRED GEORGE,0.0,0,Lance Corporal,427406
STARK,PERCIVAL HOWARD,0.0,0,Sergeant,427410
CAHILL,JEROME,0.0,0,Private,427411
FISH,CHARLES,0.0,0,Private,427415
ROLFE,ARTHUR,0.0,0,Private,427418
JACKSON,EARLE,0.0,0,Private,427419
THIBODEAU,LORENZO,0.0,0,Private,427427
PALMER,JOHN JACOB,0.0,0,Private,427428
STAPLETON,JAMES,0.0,0,Private,427429
DITRICKSON,HENRY,0.0,0,Private,427438
SHEARER,WILLIAM,0.0,0,Driver,42744
BOWIE,ALLAN CONWAY,0.0,0,Private,427442
MURPHY,JAMES GILMORE,0.0,0,Private,427452
KENNEDY,FREDERICK WILLIAM,0.0,0,Private,427454
WHITE,MELVIN FRANK,0.0,0,Private,427455
GREEN,WILLIAM,0.0,0,Private,427467
EAST,BENJAMIN HICKS,0.0,0,Private,427468
WHITTICK,HARRY,0.0,0,Private,427470
THORBURN,LEIGH MANNING,0.0,0,Private,427471
WINLOW,ROBERT STANLEY,0.0,0,Private,427478
MCCULLOCH,ALEXANDER,0.0,0,Private,427485
IRVINE,JOHN ANDREW,0.0,0,Private,427489
CLARK,GEORGE,0.0,0,Private,427490
HODGSON,SAMUEL PROCTOR,0.0,0,Private,427492
ARMSTRONG,EDWARD,0.0,0,Private,427493
MILNE,JAMES,0.0,0,Private,427496
GUYER,DAVID,0.0,0,Lance Corporal,427508
CROOM,HARRY JAMES,0.0,0,Private,427512
COLEMAN,VICTOR ALBERT,0.0,0,Private,427518
AMBLER,LEONARD,0.0,0,Private,427522
HOLLAND,JOHN,0.0,0,Private,427524
SMITH,JAMES,0.0,0,Private,427525
SHANNON,JOSEPH,0.0,0,Private,427527
COULTER,JOHN FRANCIS MCKAY,0.0,0,Gunner,42753
WILSON,WRAY,0.0,0,Private,427530
MARRIOTT,WILLIAM,0.0,0,Private,427541
WERT,WILLIAM FRANKLIN,0.0,0,Private,427548
WHITTET,JOHN WEBSTER,0.0,0,Private,427559
TRACY,JOHN MARIUS,0.0,0,Private,427561
HILLSGROVE,NED CLIFTON,0.0,0,Private,427565
WHITEHEAD,WALTER,0.0,0,Private,427567
SCOTT,CHARLES VICTOR CHRISTIAN,0.0,0,Private,427571
MORTON,LOUIS MILTON,0.0,0,Corporal,427577
MCCLELLAND,GEORGE REGINALD,0.0,0,Corporal,427579
DUNCAN,ARTHUR NORMAN,0.0,0,Lance Corporal,427584
MILNE,WILLIAM JOHNSTONE,0.0,0,Private,427586
COLE,ROBERT HATTON,0.0,0,Lance Corporal,427587
PORTER,ARTHUR WILLIAM,0.0,0,Private,427588
WHERRY,ROBERT LAW,0.0,0,Corporal,427592
CAMERON,DAVID OGILVY,0.0,0,Private,427595
TOWNEND,THOMAS,0.0,0,Private,427596
MCGILL,ROBERT,0.0,0,Private,427599
WARREN,WILLIAM,0.0,0,Driver,4276
REYNOLDS,EDWARD,0.0,0,Private,427600
WOODHEAD,PERCY,0.0,0,Private,427605
BRITTON,SIDNEY,0.0,0,Corporal,427607
CLARKE,CECIL,0.0,0,Sergeant,427609
COYLE,PATRICK,0.0,0,Private,427612
EDDY,WALTER ALLEN,0.0,0,Corporal,427614
WILDER,HERBERT HENRY,0.0,0,Private,427617
WALKER,WILLIAM,0.0,0,Gunner,42762
EDGECOMBE,FREDERICK ALLISON,0.0,0,Private,427621
QUINN,WILLIAM,0.0,0,Private,427627
BARRETT,WILLIAM JOHN,0.0,0,Private,427628
WAREHAM,STANLEY,0.0,0,Corporal,42763
SCOTT,ALEXANDRE,0.0,0,Private,427632
BARRETT,EPHRAIM,0.0,0,Private,427633
FORSYTHE,WILLIAM,0.0,0,Private,427635
CAHILL,FRANCIS EVERITT,0.0,0,Private,427637
CRAIGIE,WILLIAM,0.0,0,Driver,42764
COCKETT,HERBERT,0.0,0,Lance Corporal,427642
ASHDOWNE,THOMAS WYKES,0.0,0,Private,427646
COLLINS,ROBERT WILLIAM,0.0,0,Private,427647
HAWKINS,PERCY ERNEST,0.0,0,Private,427648
CRESSMAN,ALEXANDER EMANUEL,0.0,0,Private,427652
OSBORNE,ARTHUR FREDRICK,0.0,0,Lance Corporal,427657
WILLIAMSON,COLQUHOUN FAITHFUL,0.0,0,Private,427660
ATKINSON,ROBERT HALLS,0.0,0,Private,427661
MURDOCH,GEORGE,0.0,0,Private,427662
CRANFIELD,NOBLE CHARLES,0.0,0,Private,427667
JENNINGS,ALBERT,0.0,0,Private,427669
CAMPBELL,JOHN LOCKMAN,0.0,0,Private,427670
BLAKE,PATRICK JOHN LASCELLES,0.0,0,Private,427682
MITCHELL,FRANK WILLIAM,0.0,0,Private,427687
BARTON,FRANK BOYLE,0.0,0,Private,427688
TURNER,RUSSELL HOWARD,0.0,0,Private,427698
TICKNER,ALFRED ALBERT,0.0,0,Private,427708
BEST,JOSEPH,0.0,0,Private,427714
ROWE,WILLIAM JOHN,0.0,0,Private,427720
PEARSON,JOHN,0.0,0,Private,427722
LITTLE,WILLIAM SYMON,0.0,0,Private,427727
KNIGHT,HENRY,0.0,0,Private,427728
LOFTHOUSE,HAROLD,0.0,0,Sergeant,427729
MCEWAN,FRANK,0.0,0,Private,427735
WILLIAMSON,ALEXANDER,0.0,0,Private,427738
URTON,RICHARD SOUTHWELL,0.0,0,Private,427739
BURFIELD,GEORGE,0.0,0,Private,427747
SUTLIFF,NEIL,0.0,0,Private,427749
MACDONALD,THOMAS,0.0,0,Private,427751
ELLIS,EDWARD CHARLES,0.0,0,Private,427752
CLARK,WILFRED,0.0,0,Private,427761
DAVIES,DAVID,0.0,0,Private,427763
MCCAULIFF,WILLIAM,0.0,0,Private,427765
COOKSON,JAMES RUSSELL,0.0,0,Private,427770
WRIGHT,PERCY,0.0,0,Sergeant,427771
WRIGHT,WILLIAM ROBERTSON,0.0,0,Private,427772
VARLEY,SAMUEL MARK,0.0,0,Private,427774
WATSON,DONALD,0.0,0,Private,427782
REDFORD,LEWIN LEROY,0.0,0,Private,427784
RUFF,GEORGE JAMES,0.0,0,Private,427785
MCGEORGE,THOMAS,0.0,0,Private,427790
LEE,FRANK,0.0,0,Private,427791
MCMILLAN,JAMES ALEXANDER,0.0,0,Private,427793
MILLER,ALBERT EDWARD,0.0,0,Lance Corporal,427798
MALETTE,ROBERT,0.0,0,Private,427799
JACKSON,JAMES JOB,0.0,0,Private,427803
IRVING,THOMAS HERBERT,0.0,0,Private,427805
AUGER,LOUIS GEORGE (LEWIS),0.0,0,Bombardier,42781
DUNCAN,LESLIE,0.0,0,Private,427814
DEEPROSE,HERBERT JAMES,0.0,0,Private,427815
