LnameCas,FnameCas,LnameSol,FnameSol,Regiment,RankCasualtie,RankSoldier,Junk
GLADSON,THOMAS GREGSON,GREGSON,THOMAS,2260385,2260385,Private,0
GOUDREAU,JOSEPH,GAUDREAU,JOSEPH,672595,672595,Private,0
GRAVESTON,THOMAS,GRAVESTONE,THOMAS,763436,763436,Private,0
JENDEN,GEORGE WALTER,JENDON,GEORGE,59507,59507,Lance Corporal,0
JENKIN,HAROLD,JENKINS,HAROLD,442410,442410,Private,0
JULIEN,OCTAVE,JULIAN,OCTAVE,19088,19088,Private,0
KARILUCK,KLIMENTY,KIRILUCK,KLIM,913160,913160,Private,0
KERSWILL,REGINALD,KERSWELL,REGINALD SIDNEY,51281,51281,Private,0
KILRAE,ROBERT,KILREA,ROBERT,145070,145070,Private,0
KINGHAN,FREDERICK,KINGHAM,FREDERICK THOMAS,189949,189949,Corporal,0
KOLOMIS,ARTHUR,KOLOMIES,ARTHUR,886190,886190,Private,0
LAMBERG,AXEL RAGNAR,LAMBERT,ALBERT R,706869,706869,Private,0
LE BARRE,RUSSELL CHARLES,LEBARRE,RUSSELL CHARLES,784099,784099,Private,0
LE BLANC,FRANK MORRIS,LEBLANC,FRANK M,832072,832072,Lance Corporal,0
LE BLANC,HENRY,LEBLANC,HENRY S,666169,666169,Corporal,0
LE GALLEE,JAMES JOSEPH,LEGALLEE,JAMES JOSEPH,91717,91717,Gunner,0
LIVINGSTON,GORDON,LIVINGSTONE,GORDON,712117,712117,Private,0
LIVINGSTONE,LAUCHIE,LIVINGSTON,LAUCHIE,222759,222759,Lance Serjeant,0
LOWRY,LESTER,LOWRIE,LESTER,712985,712985,Private,0
M'GORETTA,CARLO,MCGORETTA,CARLO,636125,636125,Private,0
MACDIARMID,CHARLES BRUCE PITBLADO,MCDIARMID,CHARLES,725544,725544,Private,0
MACDONALD,CHARLES SOMERLED,MCDONALD,CHARLES SOMMER,8004,8004,Private,0
MACDONALD,COLIN CAMPBELL,MCDONALD,COLIN CAMPBELL,177141,177141,Private,0
MACDONALD,LAUCHLIN,MCDONALD,LAUGHLIN,878407,878407,Private,0
MACDONALD,STEPHEN,MCDONALD,STEPHEN,832454,832454,Private,0
MACDONALD,THEODORE,MCDONALD,THEODORE ST CLAIR,654066,654066,Private,0
MACFARLANE,NORMAN,MCFARLANE,NORMAN,438413,438413,Private,0
MACKAY,STANLEY,MCKAY,STANLEY,222342,222342,Private,0
MACKENZIE,CHARLES RUTHERFORD,MCKENZIE,CHARLES RUTHERFORD,46168,46168,Private,0
MACKINTOSH,WILLIAM HEYWOOD,MACINTOSH,WILLIAM HEYWOOD,222992,222992,Private,0
MACLACHLAN,NICHOLAS,MCLACHLAN,NICHOL,802033,802033,Private,0
MACLEAN,ALEXANDER,MCLEAN,ALEXANDER,23421,23421,Private,0
MACLEAN,JOHN,MCLEAN,JOHN,925623,925623,Private,0
MACLEAN,MORRIS ANGUS,MCLEAN,MORRIS A,292083,292083,Private,0
MACLENNAN,ARTHUR COLIN,MCLENNAN,ARTHUR COLIN,715757,715757,Lance Corporal,0
MACLENNAN,COLIN ARCHIBALD,MCLENNAN,COLIN A,722238,722238,Private,0
MACLEOD,DUNCAN,MCLEOD,DUNCAN,77631,77631,Corporal,0
MACRAE,PETER,MCRAE,PETER,442532,442532,Private,0
MACSWEENEY,MARTIN BERNARD,MACSWEENY,MARTIN BERNARD,347509,347509,Gunner,0
MALLETTE,ARTHUR,MALLETT,ARTHUR,788826,788826,Private,0
MANLEY,GEORGE ERNEST,MANLY,GEORGE ERNEST,195171,195171,Private,0
MAZURIK,ANDREY,MAZURICK,A,823862,823862,Private,0
MCCALLEY,CHARLES ANTHONY,MCCALLERY,CHARLES ANTHONY,675089,675089,Private,0
MCCLUSKEY,JOHN,MCCLUSKY,JOHN,874022,874022,Private,0
MCDONALD,CAMPBELL JAMES,MACDONALD,CAMPBELL JAMES,219840,219840,Lance Corporal,0
MCDONALD,RANNIE RORY,MACDONALD,RANNIE RORY,877912,877912,Private,0
MCGILLIVRAY,ALEXANDER,MACGILLIVRAY,ALEXANDER,28557,28557,Lance Corporal,0
MCKINLEY,JOHN HERBERT,MCKINLAY,JOHN,67582,67582,Corporal,0
MCLELLAND,ANGUS JOHN,MCLELLAN,ANGUS J,178259,178259,Corporal,0
MEECHAN,JAMES JOSEPH,MEECHAM,JAMES,222402,222402,Private,0
MOFFAT,MOXLEY EVERD,MOFFATT,MORLEY E,797122,797122,Private,0
MOSHER,METZ MATTHEW,MOSIER,MATTHEW,261282,261282,Private,0
MUCKLESTON,WILLIAM HENRY,MUCKELSTON,W H,799391,799391,Private,0
MUZERAL,MICHAEL,MUZEROL,MICHEAL,63652,63652,Private,0
NAIKELIS,ANTHONY,NAKLIS,ANTON,842212,842212,Private,0
O'BRIEN,HARRY FREDERICK,OBRIEN,HARRY FREDERICK,488663,488663,Private,0
O'BRIEN,JOHN,OBRIEN,JOHN,210685,210685,Private,0
O'BRIEN,LAWRENCE JAMES,OBRIEN,LAURANCE JAMES,907242,907242,Private,0
O'BRIEN,WILLIAM,OBRIEN,WILLIAM,34507,34507,Private,0
O'BYRN,DANIEL PATRICK,OBYRN,DANIEL PATRICK,145618,145618,Private,0
O'CONNELL,MICHAEL,OCONNELL,MICHAEL,919862,919862,Private,0
O'CONNOR,CHARLES EDMUND,OCONNOR,CHARLES EDMUND,919686,919686,Private,0
O'CONNOR,JOHN,OCONNOR,JOHN,721552,721552,Private,0
O'DONNELL,THOMAS HUGO,ODONNELL,THOMAS HUGO,234964,234964,Private,0
O'HANLEY,DANIEL ALEXANDER,OHANLEY,DANIEL,67705,67705,Private,0
O'HARA,JOSEPH JOHN,OHARA,JOSEPH JOHN,863157,863157,Private,0
O'KEEFE,JOSEPH,OKEEFE,JOSEPH,101742,101742,Lance Corporal,0
O'KEEFE,WILLIAM JOHN,OKEEFE,WILLIAM JOHN,814631,814631,Private,0
O'LEARY,JOHN MICHAEL,OLEARY,JOHN MITCHELL,709207,709207,Private,0
O'LEARY,PATRICK,OLEARY,PAT,737020,737020,Lance Serjeant,0
O'MALLEY,THOMAS,OMALLEY,THOMAS,164464,164464,Private,0
O'MEARA,FRANK,OMEARA,FRANK,145704,145704,Private,0
O'NEILL,CHRISTOPHER JOHN,ONEILL,CHRISTOPHER JOHN,1078436,1078436,Sapper,0
O'NEILL,FRANCIS BALDWIN,ONEILL,FRANCIS BALDWIN,282054,282054,Private,0
O'NEILL,PATRICK JAMES,ONEILL,PATRICK JAMES,437907,437907,Private,0
O'NEILL,VICTOR,ONEILL,VICTOR,180513,180513,Private,0
O'NEILL,WILLIAM JAMES,ONEILL,WILLIAM JAMES,189463,189463,Corporal,0
O'REILLY,JAMES,OREILLY,JAMES F,1048180,1048180,Private,0
O'REILLY,JOSEPH PATRICK,OREILLY,JOSEPH PATRICK,159739,159739,Private,0
O'REILLY,NEIL,ORILEY,NEIL,469426,469426,Private,0
O'ROURKE,JOHN,OROURKE,JOHN,414494,414494,Private,0
O'TOOLE,JAMES MICHAEL,OTOOLE,JAMES MICHAEL,488813,488813,Private,0
OLLIVIER,DANIEL BERTRAM,OLLIVER,DANIEL BERTRAM,187129,187129,Corporal,0
OMILUSIK,DIMITRIK,OMELESUK,DIMITRI,898195,898195,Private,0
ONISHI,OTOKICHI,OTOKICHI,ONISHI,898539,898539,Private,0
OPOLLI,FREDERICK,OPPOLI,FRED,43919,43919,Driver,0
OSABLIUK,ANTON,OSABLINK,ANTON,919835,919835,Private,0
PELKEY,LORNE,PELKY,LORNIE,809172,809172,Private,0
PELKY,JOHN,PELKEY,JOHN,115368,115368,Private,0
PHILLIPS,JAMES WILLIAM,PHILIPS,JAMES WILLIAM,645431,645431,Private,0
PRIDDELL,HARRY STEPHEN,PRIDDLE,HARRY STEPHEN,135552,135552,Private,0
REYNOLDS,LESLIE ARTHUR,REINOLDS,LESLIE,454903,454903,Private,0
RIMELL,FRANCIS,RIMEL,FRANCIS,126003,126003,Private,0
SANDYS,ROBERT HENRY,SANDY,ROBERT HENRY,195981,195981,Private,0
SANSCOUSIE,JOSEPH,SANSOUCIE,JOSEPH,120587,120587,Private,0
SEDLER,WILLIAM,SEDLAR,WILLIAM,886280,886280,Private,0
SHAFFER,CHARLES,SCHAFFER,CHARLES,829565,829565,Private,0
SIEMAZZKO,KIERYLE,SIEMASZKO,KIERYLO,190380,190380,Private,0
SMYTH,ALEXANDER,SMITH,ALEXANDER,139677,139677,Company Sergeant Major,0
SOLKIEWIEZ,FRANK,SOLKIEWICZ,FRANK,877611,877611,Private,0
STEEL,ROBERT,STEELE,ROBERT,782210,782210,Private,0
SVENDSEN,CONRAD,SVENDSON,CONRAD,16696,16696,Sergeant,0
SZYIKO,GEORGE,SYIKO,GEORGE,721805,721805,Private,0
TEAP,GEORGE FREDERICK,TEAPE,GEORGE FREDERICK,79885,79885,Corporal,0
THOMPSON,JAMES GEORGE,THOMSON,JAMES GEORGE,180144,180144,Lance Corporal,0
THROSSELL,LEONARD,THROSELL,LEONARD,721342,721342,Private,0
TOD,GEORGE LOREN,TODD,GEORGE LOREN,184255,184255,Private,0
TREMBLE,JOHN JOSEPH,TRIMBLE,JOHN JOSEPH,715158,715158,Private,0
VAN IDERSTINE,WALDRON BREWER,VANIDERSTINE,WELDREN BREWER,92936,92936,Gunner,0
VAN LOO,EMILE,VANLOO,EMILE,883484,883484,Private,0
WILLSON,JAMES WELLINGTON,WILSON,JAMES WELLINGTON,722174,722174,Private,0
WOJCIESZUK,FEDOR IVANOFF,WAITESHUK,FEDAR I,152728,152728,Private,0
WOLHAUPTER,HAROLD PHILLIPS,WOLHAMPTER,HAROLD PHILLIP,11029,11029,Sergeant,0
ADAMCHUCK,JACK,ADAMCHUK,JACK,491543,491543,Private,0
ADRAIN,JAMES MURRAY,ADRIAN,JAMES MURRAY,1015030,1015030,Private,0
AGUSTOVSKI,JOE,AGUSTORSKI,JOE,249742,249742,Private,0
ALLEN,ROBERT,ALLAN,ROBERT,267104,267104,Private,0
ANSCOMBE,CHARLES ERNEST,ANSCOMB,CHARLES ERNEST,736836,736836,Private,0
ASHDOWNE,THOMAS WYKES,ASHDOWN,THOMAS WYKES,427646,427646,Private,0
AYRES,ALBERT GEORGE,AYERS,ALFRED GEORGE,745315,745315,Private,0
BARCACARP,VLADIMIR,BARCA-CARP,VLADIMIR,1054842,1054842,Private,0
BASSINGTHWAIGHTE,HAROLD WARD,BASSINGTHWAITE,HAROLD,142185,142185,Corporal,0
BEARDEN,JOHN ALFRED,BEARDON,JOHN ALFRED,868260,868260,Private,0
BENNET,ANDREW WHITTON,BENNETT,ANDREW WHITTON,159022,159022,Private,0
BERGSTEDT,ANDREW,BERGMAN,ANDREW,2015199,2015199,Private,0
BLACKALL,HERBERT GEORGE,BACKALL,HERBERT GEORGE,47813,47813,Private,0
BOURN,CHARLES,BOURNE,CHARLES P,445435,445435,Private,0
BOY,MATTHEW,BOYD,MATTHEU,140021,140021,Private,0
BRAISBY,WILLIAM,BRAISLEY,WILLIAM H,53204,53204,Sergeant,0
BRIMMELL,ALBERT METHERELL,BRIMMEL,ALBERT METHERELL,540316,540316,Private,0
CAVALIERO,ALFRED,CAVALIER,ALFRED,467455,467455,Private,0
CAVENEY,MICHAEL,CAVENAY,MICHAEL,181027,181027,Lance Corporal,0
CHAPPLE,GEORGE HENRY,CHAPPELL,GEORGE HENRY,189410,189410,Private,0
COZNIK,NICOLAI,COZNICK,NICK,491584,491584,Private,0
D'ARCY,FRANCIS,DARCY,FRANCIS,114558,114558,Private,0
DE COLE,CHARLES FRANCOIS,DECOLE,CHARLES F,237269,237269,Private,0
DE JERSEY,JOHN HENRY,DEJERSEY,JOHN HENRY,141185,141185,Private,0
DE MERCHANT,HOWARD,DEMERCHANT,HOWARD,817609,817609,Private,0
DEMERS,JOSEPH FIDELE,DAMERS,JOSEPH FIDELE,410918,410918,Corporal,0
DENIS,GORDON,DENNIS,GORDON,246546,246546,Private,0
DONOHUE,ANTHONY,DONAHUE,ANTHONY,515306,515306,Private,0
FELEPCHUK,FRED,FELEPSHUK,FRED,479037,479037,Private,0
FURLOTTE,JOSEPH JAMES,FIRLOTTE,JOSEPH JAMES,709375,709375,Private,0
GALLAGHER,ROBERT JAMES,GALLAUGHER,ROBERT JAMES,69364,69364,Private,0
GEOFREY,LOUIS FELIX,GEOFROY,LOUIS FELIX,152848,152848,Sergeant,0
GLENWRIGHT,WILSON,GLENNRIGHT,WILSON,808199,808199,Private,0
GOTHORPE,PHILIP ODLING,GOTHORP,PHILIP ODLING,730358,730358,Private,0
GUTHRO,CHARLES,GOUTHRO,CHARLES,301112,301112,Driver,0
HANNA,CHARLES,HANNAH,CHARLES,745394,745394,Private,0
HEFFLER,ROBERT,HEFLER,ROBERT NORMAN,414369,414369,Sergeant,0
HUSSY,HARRY,HUSSEY,HARRY,678342,678342,Private,0
IMLAY,OLIVER GILBERT,IMLEY,OLIVER GILBERT,802765,802765,Private,0
KAINES,THOMAS,KAINS,THOMAS,424980,424980,Private,0
KALFAS,ANDREW,KALFUS,ANDREW,458314,458314,Private,0
KENSSACK,JOHN,KENSSAC,JOHN,255860,255860,Private,0
KEOORKEIAN,BOB,KEORKEIAN,BOB,425000,425000,Private,0
KRWCHINKO,THOMAS,KRUVCHINKO,TOM,904744,904744,Private,0
KULCHECKI,WASILI,KULCHICKI,WASILI,505663,505663,Private,0
LANGENBACH,GEORGE EDWARD,LEACH,GEORGE EDWARD,115169,115169,Private,0
LE BARR,HAROLD,LEBARR,HAROLD,195135,195135,Private,0
LETVWNOWICK,MIKE,LETVWNOVICK,MIKE,925921,925921,Private,0
MACDONALD,ALEXANDER,MCDONALD,ALEX L,248499,248499,Gunner,0
MACDONALD,DONALD MURRAY,MCDONALD,DAN MURRAY,68277,68277,Private,0
MACDONALD,EDGAR ERNEST,MCDONALD,EDGAR ERNEST,201219,201219,Private,0
MACDONALD,JAMES AENEAS,MaCDONALD,JAMES AENEAS,435428,435428,Lance Corporal,0
MACDONALD,JOHN,MCDONALD,JOHN,736159,736159,Private,0
MACDONALD,JOHN ALEXANDER,MCDONALD,JOHN ALEXANDER,478566,478566,Private,0
MACDONALD,RONALD,MCDONALD,RONALD JAMES,59708,59708,Private,0
MACDONELL,RODERICK,MCDONELL,RODERICK,649450,649450,Private,0
MACHTELINSKY,ALPHONSE,MACHTELINSKX,ALPHONSE,288902,288902,Private,0
MACINNES,HUGH,MCINNES,HUGH,288413,288413,Private,0
MACKAY,ALEXANDER JOHN,MCKAY,ALEXANDER JOHN,253147,253147,Private,0
MACKAY,ANGUS,MCKAY,ANGUS,141095,141095,Lance Corporal,0
MACKAY,JOHN,MCKAY,JOHN,177083,177083,Sergeant,0
MACKAY,NEIL,MCKAY,NEIL,430007,430007,Lance Corporal,0
MACKENZIE,ALEXANDER MCKAY,MCKENZIE,ALEXANDER MCKAY,522629,522629,Sapper,0
MACKENZIE,ALEXANDER STRAGHAN,MCKENZIE,ALEXANDER STRAUGHAN,75204,75204,Private,0
MACKENZIE,HECTOR JOSEPH,MCKENZIE,HUGH F,415071,415071,Corporal,0
MACKINNON,NEIL JOHN,MCKINNON,NEIL J,294462,294462,Private,0
MACLEAN,NEIL HOUSTON,MCLEAN,NEIL,737212,737212,Private,0
MACLENNAN,WILLIAM,MCLENNAN,WILLIAM,130122,130122,Private,0
MACLEOD,DANIEL KENNETH,MCLEOD,DANIEL KENNETH,255208,255208,Private,0
MACLEOD,DONALD JOHN,MCLEOD,DONALD JOHN,255994,255994,Private,0
MACLEOD,GEORGE ANGUS,MCLEOD,GEORGE ANGUS,222429,222429,Sergeant,0
MACLEOD,JOHN,MCLEOD,JOHN,65707,65707,Private,0
MACLEOD,JOHN,MCLEOD,JOHN,877728,877728,Private,0
MACLEOD,KENNETH KEITH,MCLEOD,KENNETH KEITH,418153,418153,Lance Corporal,0
MACMILLAN,SHELDON ALEXANDER,MCMILLAN,SHELDON ALEXANDER,633080,633080,Private,0
MACNAB,JOHN STUART,MACNABB,JOHN STUART,642609,642609,Private,0
MACPHERSON,ALBERT NORMAN,MCPHERSON,ALBERT N,252621,252621,Private,0
MACPHERSON,FREDERICK,MCPHERSON,FREDERICK,802661,802661,Private,0
MASTERTON,JAMES,MASTERSON,JAMES,439013,439013,Corporal,0
MAUNDER,JAMES,MAUNDERS,JAMES,104692,104692,Private,0
MCAULEY,JAMES,MACAULEY,JAMES WILSON,503035,503035,Sapper,0
MCCLINCHEY,WESLEY,MCCLINCHY,WESLEY,654713,654713,Private,0
MCDONALD,CHARLES,MACDONALD,CHARLES,895454,895454,Private,0
MCDONALD,PHILIP MCINTOSH,MACDONALD,PHILIP MACINTOSH,432218,432218,Company Sergeant Major,0
MCDONALD,RAYMOND STUART,MACDONALD,RAYMOND STUART,2025159,2025159,Private,0
MCGILLICUDDY,MICHAEL,MCGILLYCUDDY,MICHAEL,430833,430833,Lance Corporal,0
MCKAY,INNIS,MACKAY,INNIS,408828,408828,Sergeant,0
MCKENZIE,ALEXANDER JAMES,MACKENZIE,ALEX JAMES,808612,808612,Private,0
MCLEAN,WILLIAM EGBERT,MACLEAN,WILLIAM EGBERT,1258114,1258114,Gunner,0
MCNEIL,PARRY GILBERT,MCNEILL,PARRY GILBERT,283150,283150,Private,0
MCQUADE,JAMES CAMPBELL,MCQUAIDE,JAMES CAMPBELL,111386,111386,Private,0
NAPTHEN,HERBERT,NAPTHAN,HERBERT,675161,675161,Private,0
O'BRIEN,ALFRED PATRICK,OBRIEN,ALFRED PATRICK,1261973,1261973,Gunner,0
O'BRIEN,GEORGE,OBRIEN,GEORGES,672845,672845,Private,0
O'BRIEN,HENRY RODGER TRUEMAN,OBRIEN,HENRY RODGER TRUEMAN,865317,865317,Private,0
O'CONNELL,JAMES,OCONNELL,JAMES,727593,727593,Private,0
O'CONNOR,JOSEPH,OCONNOR,JOSEPH,760453,760453,Private,0
O'HARA,JOSEPH MICHAEL,OHARA,JOSEPH MICHAEL,727840,727840,Private,0
O'KANE,DANIEL,OKANE,DANIEL,201079,201079,Private,0
O'LEARY,WILLIAM JOSEPH,OLEARY,WILLIAM JOSEPH,681139,681139,Private,0
O'MALLEY,CHARLES,OMALLEY,CHARLES,919857,919857,Private,0
O'MALLEY,JOHN PATRICK,OMALLEY,JOHN PATRICK,2203600,2203600,Sapper,0
O'NEILL,WILLIAM JOHN,ONEILL,WILLIAM JOHN,349307,349307,Gunner,0
O'SHEA,WILLIAM HENRY,OSHEA,WILLIAM HENRY,832790,832790,Private,0
O'SULLIVAN,GEORGE,OSULLIVAN,GEORGE,769288,769288,Private,0
PANKOFF,VASILE,PANKOV,V,1096217,1096217,Private,0
PERRIN,LAURENCE,PERREN,LAWRENCE,536039,536039,Private,0
PROVAN,MATTHEW,PROVEN,MATTHEW,177414,177414,Private,0
RABER,WILLIAM,REBER,WILLIAM,636284,636284,Private,0
RANSOM,HARRY GILBERT,RANSON,HARRY GILBERT,908041,908041,Private,0
REED,ROYDEN ALBERT,REID,ROY ALBERT,189707,189707,Private,0
REEDE,FREEMAN,REED,FREEMAN KEITH,222924,222924,Private,0
SASKOWICH,JOHN,SASKOWICK,JOHN,439403,439403,Lance Corporal,0
SCHIERHOLTZ,WALTER CONRAD,SCHIERHOLZ,WALTER CONRAD,751613,751613,Private,0
SCHISCHLOPF,WASILY,SCHISCHLOFF,WASILY,1045639,1045639,Private,0
SCOLNUCK,HARRY,SCOLNICK,HARRY,491622,491622,Private,0
SINIZKI,DIMITRO,SINISKI,DIMITRO,830020,830020,Private,0
SPAVEN,RICHARD,SPAVIN,RICHARD,317980,317980,Gunner,0
STAVELY,ROBERT LEE,STAVELEY,ROBERT LEE,760105,760105,Private,0
SULLIVAN,FRANK EDWARD,SPINKS,FREDERICK,675906,675906,Lance Bombardier,0
TERRAULT,CHARLES,TERREAULT,CHARLES,2245345,2245345,Sapper,0
THOMSON,JAMES WHITE,THOMPSON,JAMES WHITE,433121,433121,Lance Corporal,0
THOMSON,JOHN BRYDEN,THOMPSON,JOHN BRYDEN,552775,552775,Sergeant,0
TOSHKOFF,JOHN EVAN,TOSHTKOFF,JOHN,1015637,1015637,Private,0
UFFELMANN,SHELDON,UFFELMAN,SHELDON,751361,751361,Private,0
VAN EVERY,MAURICE,VANEVERY,MAURICE,757451,757451,Private,0
VAN NESTE,RICHARD,VANNESTE,RICHARD,216040,216040,Private,0
VAN SICKLEN,LEWIS,VANSICKLEN,LEWIS,815009,815009,Private,0
VAN VAERENBERGH,THEOPHILDUS,VANVAERENBERGH,THEOPIL,687353,687353,Private,0
VEZINA,LORENZO,VIZINA,LORENZO,410423,410423,Private,0
WALRY,CHARLES,WALRIE,CHARLES,490,490,Corporal,0
WAMSLAY,RICHARD,WAMSLEY,RICHARD,820183,820183,Private,0
WESTERLUND,BRUNO KONSTANTIN,WESTERLAND,BRUNO KONSTINTIN,889421,889421,Private,0
WIGGLESWORT,ARTHUR,WIGGLESWORTH,ARTHUR,687466,687466,Corporal,0
ACHORN,LESTER BRUHUT,ACORN,LESTER BRUHUT,818191,818191,Private,0
AKERLEY,HAROLD GLADSTONE,AKERLY,HAROLD GLADSTONE,817001,817001,Sergeant,0
AUBRY,ALBERT,AUBAY,ALBERT,61076,61076,Sergeant,0
BALDAU,FRANK,BALDUE,FRANK,258963,258963,Private,0
BERTRAM,SPENCER,BERTIUM,SPENCER,2522518,2522518,Trumpeter,0
BIANCHE,CHARLES,BIANCHI,CHARLES,258395,258395,Private,0
BLAEKER,JOSHUA THOMAS,BLAKER,JOSHUA,195029,195029,Private,0
BLAKELEY,WILLIAM EDWARD,BLAKLEY,WILLIAM EDWARD,696502,696502,Private,0
BLICK,ROBERT,BLAKE,ROBERT,2030205,2030205,Private,0
BOCKING,THOMAS HENRY,BACKING,THOMAS,724671,724671,Private,0
BOSSE,JOSEPH ALBERT,BOSEE,JOSEPH ALBERT,2320305,2320305,Private,0
BOUDREAULT,AZADE,BOUDRAULT,AZADE,672396,672396,Private,0
BRAMWELL,WILLIAM FRANCIS,BRANWELL,WILLIAM FRANCIS,3205911,3205911,Private,0
BUDREO,RUSSELL CLEVELAND,BUDRES,RUSSELL CLEVELAND,246318,246318,Private,0
CASTONQUAY,OSWALD,CASTONGUAY,OSWALD,417112,417112,Private,0
CINQ-MARS,JOSEPH,CINQ MARS,JOSEPH,1021099,1021099,Private,0
CLACK,JOHN ARTHUR,CLARK,JOHN ARTHUR,529263,529263,Private,0
CROSTHWAIT,WILLIAM HENRY,CROSTHWAITE,WILLIAM HENRY,249251,249251,Private,0
D'AETH,WALTER LIONEL,DAETH,WALTER LIONEL,502808,502808,Sapper,0
DAGESSE,ARTHUR CHARLES,DEGASSE,ARTHUR C,34453,34453,Private,0
DALGLIESH,CHARLES RIEVE,DALGLEISH,CHARLES RIEVE,114809,114809,Private,0
DE BELLEFEUILLE,ARTHUR,DEBELLEFEUILLE,ARTHUR,661061,661061,Corporal,0
DE CHATEAUVERT,HORMISDAS,DECHATEAUVERT,HORMIDAS,43711,43711,Gunner,0
DE GREY,HENRI,DEGRAY,HENRI,3231601,3231601,Private,0
DE GROOD,WILLIAM,DEGROOD,WILLIAM,847,847,Trooper,0
DE JONEKER,EDMOND,DEJONEKER,EDMOND,4070804,4070804,Private,0
DE MILLE,WINSTON CHURCHILL,DEMILLE,WINSTON CHURCHILLE,832616,832616,Private,0
DE PELICHY,JULIUS,DEPELICHY,JULIUS,63292,63292,Sergeant,0
DE WIND,EDMUND,DEWIND,EDMUND,79152,79152,Second Lieutenant,0
DE YONE,CHARLES,DEYONE,CHARLES FREDERICK,4060443,4060443,Private,0
DELVAUX,ARSELLE JOSEPH,DELVEAUX,ARSENE,847523,847523,Private,0
DUMARESQ,AMEDIE,DUMARESK,AMEDEE,4035191,4035191,Private,0
DUQUE,RAYMOND,DUKE,RAYMOND,660530,660530,Private,0
ELLIOT,DAVID,ELLIOTT,DAVID,690050,690050,Private,0
FABER,EDWIN FREDRICK,FABRE,EDWIN FRED,529100,529100,Private,0
FERGUSON,FRANK,FERGUSSON,FRANK,67587,67587,Private,0
GODFREID,WARREN LESTER,GODGREID,WARREN LESTER,3188193,3188193,Private,0
GOULETTE,RAYMOND,GOULET,RAYMOND,416411,416411,Sergeant,0
GUNYON,THEODORE,GUNYOU,THEODORE,636380,636380,Private,0
HABGOOD,JOHN WESLEY,HOBGOOD,JOHN WESLEY,642687,642687,Private,0
HARDINC,LEONARD,HARDING,LEONARD,109135,109135,Sergeant,0
HERBERT,ANTONIO,HEBERT,ANTONIO,2228381,2228381,Private,0
HIGGINSON,GEORGE HAVELOCK,HOLMES,GEORGE HENRY,154655,154655,Cadet,0
HUTCHINGS,FREDERICK CHARLES,HUTCHINS,FREDERICK CHARLES,663431,663431,Private,0
IVESON,AMOS,IVERSON,AMOS,844603,844603,Private,0
JESSOE,DAMES,JESSO,DAMES,414767,414767,Private,0
JOHNSON,WILLIAM JAMES,JOHNSTON,WILLIAM JAMES,2309353,2309353,Private,0
L'HIRONDELLE,WILLIAM,LHIRONDELLE,WILLIAM,808771,808771,Sergeant,0
LA FOREST,GEORGE,LAFOREST,GEORGE,479075,479075,Private,0
LA FOREST,PHILIAS,LAFOREST,PHILIAS,2001511,2001511,Private,0
LA FOREST,WILFRID,LAFOREST,WILFRED,660957,660957,Private,0
LE BLANC,VICTOR,LEBLANC,VICTOR,506353,506353,Sapper,0
LE DREW,FREDERICK,LEDREW,FRED,228046,228046,Sapper,0
LE GALLAIS,HAROLD GEORGE,LEGALLAIS,HAROLD GEORGE,418711,418711,Private,0
LE MAITRE,WALTER EDGAR,LEMAITRE,WALTER EDGAR,800116,800116,Private,0
LE MASURIER,RAY CHARLES,LEMASURIER,RAY,1084435,1084435,Private,0
LE ROUX,CHARLES GARFIELD,LEROUX,CHARLES GARFIELD,1257614,1257614,Gunner,0
LECIEWICZ,ANTONIN,LECIEWIEZ,ANTONIN,2288418,2288418,Private,0
LECLAIRE,JOSEPH,LECLAIR,JOSEPH,660539,660539,Private,0
LEGARE,JOSEPH AMEDAS,LEGARY,JOSEPH AMEDAS,724158,724158,Private,0
LISTER,GUY CARLTON,LESTER,GUY CARLETON,336236,336236,Gunner,0
LONGLADE,FRANCOIS XAZIER,LONGLAD,FRANCIS XAVIER,644692,644692,Sapper,0
MACDONALD,ANGUS URQUHART,MCDONALD,ANGUS U,267017,267017,Private,0
MACDONALD,ARCHIBALD MACCUISH,MCDONALD,ARCHIBALD,1060295,1060295,Private,0
MACDONALD,JAMES,MCDONALD,JAMES,524951,524951,Private,0
MACDONALD,JOHN ANGUS,MCDONALD,JOHN ANGUS,878327,878327,Sergeant,0
MACDONALD,JOHN PETER,MCDONALD,JOHN PETER,715937,715937,Private,0
MACDONALD,MURDOCK,MCDONALD,MURDOCK,877125,877125,Private,0
MACDONALD,PHILIP JOSEPH,MCDONALD,PHILIP JOSEPH,633396,633396,Private,0
MACEACHERN,ANDREW JOSEPH,MCEACHERN,ANDREW JOSEPH,712580,712580,Private,0
MACFARLANE,WILLIAM,MCFARLANE,WILLIAM,118079,118079,Private,0
MACGREGOR,JOHN,MCGREGOR,JOHN,715759,715759,Private,0
MACIVER,DANIEL JOHN,MCIVER,DANIEL,1030799,1030799,Private,0
MACKAY,JOHN,MCKAY,JOHN,430655,430655,Private,0
MACKEIGAN,NEIL JOHN,MCKEIGAN,NEIL,3181317,3181317,Private,0
MACKENZIE,FRANK LEIGH,MCKENZIE,FRANK LEIGH,2265775,2265775,Private,0
MACKENZIE,GEORGE ALEXANDER,MCKENZIE,GEORGE ALEXANDER,687743,687743,Private,0
MACKENZIE,JOHN,MCKENZIE,JOHN ALEXANDER,3131440,3131440,Private,0
